0	15:01:24	MeterTools.exe	IRP_MJ_CREATE	Npdrv1	SUCCESS	Options: Open 	
1	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_QUEUE_SIZE	Npdrv1	SUCCESS	InSize: 16384 OutSize: 16384	
2	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
3	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
4	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
5	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
6	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_DTR	Npdrv1	SUCCESS		
7	15:01:24	MeterTools.exe	IOCTL_SERIAL_CLR_RTS	Npdrv1	SUCCESS		
8	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_MODEMSTATUS	Npdrv1	SUCCESS		
9	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
10	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
11	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
12	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
13	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_COMMSTATUS	Npdrv1	SUCCESS		
14	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_TIMEOUTS	Npdrv1	SUCCESS	RI:-1 RM:0 RC:0 WM:0 WC:0	
15	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_WAIT_MASK	Npdrv1	SUCCESS	Mask: RXCHAR CTS DSR RLSD BRK ERR RING 	
16	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
18	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
17	15:01:24	MeterTools.exe	IOCTL_SERIAL_WAIT_ON_MASK	Npdrv1	SUCCESS		
19	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
20	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
21	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
22	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
23	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
24	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
25	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_BAUD_RATE	Npdrv1	SUCCESS	Rate: 9600	
26	15:01:24	MeterTools.exe	IOCTL_SERIAL_CLR_RTS	Npdrv1	SUCCESS		
27	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_DTR	Npdrv1	SUCCESS		
28	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_LINE_CONTROL	Npdrv1	SUCCESS	StopBits: 1 Parity: NONE WordLength: 8	
29	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_CHAR	Npdrv1	SUCCESS	EOF:0 ERR:0 BRK:0 EVT:0 XON:11 XOFF:13	
30	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_HANDFLOW	Npdrv1	SUCCESS	Shake:1 Replace:80000000 XonLimit:819 XoffLimit:819	
31	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_DTR	Npdrv1	SUCCESS		
32	15:01:24	MeterTools.exe	IOCTL_SERIAL_CLR_RTS	Npdrv1	SUCCESS		
33	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
34	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
35	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
36	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
37	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
38	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
39	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
40	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
41	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_BAUD_RATE	Npdrv1	SUCCESS	Rate: 9600	
42	15:01:24	MeterTools.exe	IOCTL_SERIAL_CLR_RTS	Npdrv1	SUCCESS		
43	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_DTR	Npdrv1	SUCCESS		
44	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_LINE_CONTROL	Npdrv1	SUCCESS	StopBits: 1 Parity: NONE WordLength: 8	
45	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_CHAR	Npdrv1	SUCCESS	EOF:0 ERR:0 BRK:0 EVT:0 XON:11 XOFF:13	
46	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_HANDFLOW	Npdrv1	SUCCESS	Shake:1 Replace:80000000 XonLimit:819 XoffLimit:819	
47	15:01:24	MeterTools.exe	IOCTL_SERIAL_SET_DTR	Npdrv1	SUCCESS		
48	15:01:24	MeterTools.exe	IOCTL_SERIAL_CLR_RTS	Npdrv1	SUCCESS		
49	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
50	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_LINE_CONTROL	Npdrv1	SUCCESS		
51	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_CHARS	Npdrv1	SUCCESS		
52	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_HANDFLOW	Npdrv1	SUCCESS		
53	15:01:24	MeterTools.exe	IOCTL_SERIAL_GET_BAUD_RATE	Npdrv1	SUCCESS		
